en,zh,note_zh,user
comfortable,adj.舒適的,"adj.舒适的；充裕的<br><br><i>1</i>. Were it not for science, we could not live a <em><em>comfortable</em></em> live.<br>若非科学，我们无法过着舒适的生活。<br><i>2</i>. Neither chair is <em><em>comfortable</em></em>.<br>两把椅子坐起来都不舒服。<br><i>3</i>. A <em><em>comfortable</em></em> house may be an Eden.<br>一个舒适的家可以是一个乐园。<br><i>4</i>. She has pretty dancing slippers and <em><em>comfortable</em></em> bedroom slippers.<br>她有漂亮的舞鞋和舒适的卧室拖鞋。<br>",yuhui
perhaps,也許,"adv.也许；可能<br><br><i>1</i>. Perhaps this book will prove to be of some use to you in your studies.<br>也许这本书会对你的研究有用处。<br><i>2</i>. As she's been ill <em><em>perhaps</em></em> she'll need some help.<br>她由于生病可能需要些帮助。<br><i>3</i>. Perhaps you left your e-dictionary in the dorm.<br>可能你将电子词典忘在宿舍里了。<br>",yuhui
obstruct,v.阻礙,v.阻隔；妨碍；阻塞<br><br><i>1</i>. They do not <em><em>obstruct</em></em> most individuals who use patented products.<br>他们不会妨碍个人使用专利产品。<br><i>2</i>. Five colors bewilder our eyes and <em><em>obstruct</em></em> our insights.<br>五种变化多端的颜色，迷惑我们的眼睛，妨碍我们的洞察力。<br><i>3</i>. Such masses may also focally <em><em>obstruct</em></em> the biliary tract and lead to an elevated alkaline phosphatase.<br>肿物也可阻塞胆管，导致碱性磷酸酶升高。<br><i>4</i>. But wherever Zhao went he would cause traffic jams and <em><em>obstruct</em></em> pavements as stunned crowds gathered to gawp.<br>但赵良所到之处，都会因惊讶的人们围观而造成塞车和道路阻塞。<br>,yuhui
outdated,adj.過時的,"adj.旧式的；落伍的；过时的<br><br><i>1</i>. The <em><em>outdated</em></em> terminal needs to be upgraded.<br>落伍的终端需要升级。<br><i>2</i>. The quality is all right, but the style is a bit <em><em>outdated</em></em>.<br>质量无问题，只是式样有点过时。<br><i>3</i>. We must reform the <em><em>outdated</em></em> rulers and regulations.<br>我们必须改革过时的规章制度。<br>",yuhui
recently,adv.最近,"adv.最近<br><br><i>1</i>. Her books have gained popularity <em><em>recently</em></em>.<br>她的书近来大受欢迎。<br><i>2</i>. I guess from his red eyes that he has been working too hard <em><em>recently</em></em>.<br>我从他红红的眼睛猜想,他准是最近工作太辛苦了。<br><i>3</i>. We have twenty branches abroad, and we've <em><em>recently</em></em> opened a new one in Bangkok.<br>我们在海外有二十家分公司,最近在曼谷新开了一家。<br>",yuhui
pleased,adj.高興,adj.高兴的，开心的，乐意的<br><br><i>1</i>. He was <em><em>pleased</em></em> with their warm welcome.<br>他们的热烈欢迎使他很高兴。<br><i>2</i>. I am very <em><em>pleased</em></em> to hear the news.<br>我很高兴听到这个消息。<br>,yuhui
discover,v.發現,v.发现；偶然撞见；发觉<br><br><i>1</i>. He was later <em><em>discover</em></em>ed to have been a spy.<br>后来发现他原来是间谍。<br><i>2</i>. The fact is that he did not <em><em>discover</em></em> it.<br>事实是他没有发现它。<br><i>3</i>. I <em><em>discover</em></em>ed him kissing my wife.<br>我撞见他在吻我的妻子。<br><i>4</i>. We <em><em>discover</em></em>ed that our luggage had been stolen.<br>我们发觉行李被偷了.<br>,yuhui
tragic,adj.悲慘的,"adj.悲剧的；悲惨的<br><br><i>1</i>. This delay was to have <em><em>tragic</em></em> results.<br>这样的延误即将导致悲剧的结局。<br><i>2</i>. I don't like the <em><em>tragic</em></em> ending of the film.<br>我不喜欢电影悲剧的结尾。<br><i>3</i>. Her <em><em>tragic</em></em> story touched us all deeply/touched our hearts with sorrow.<br>她的经历很悲惨，我们都深受感动[我们都很伤心]。<br><i>4</i>. She listened to the <em><em>tragic</em></em> news ashen-faced.<br>她听到这一悲惨消息，脸都白了。<br>",yuhui
plunge,v.墜入,"v.使投入；跳入；栽进；下降，急降，突降<br>n.投入；跳入<br><br><i>1</i>. She was about to <em><em>plunge</em></em> into something.<br>她就要采取什么行动了。<br><i>2</i>. Don't <em><em>plunge</em></em> head first into another person's room.<br>别冒冒失失地撞进别人的房间。<br><i>3</i>. The sudden jolt <em><em>plunge</em></em>d her forward.<br>突然颠了一下，她向前打了个趔趄。<br><i>4</i>. I waved my dog to <em><em>plunge</em></em> into the water.<br>我挥手示意我的狗跳入水中。<br><i>5</i>. So why not take the <em><em>plunge</em></em> and have it over?<br>你为什么不鼓起勇气把这事赶紧解决了呢?<br>",yuhui
ravine,n.山谷,n.峡谷；溪谷；沟壑<br><br><i>1</i>. The soldiers shot down into the <em><em>ravine</em></em>.<br>士兵们向下往深谷里开枪。<br><i>2</i>. The river had worn a <em><em>ravine</em></em> between the hills.<br>那条河在两山之间已造成一个深谷。<br><i>3</i>. A car swerved to avoid a bus and plunged into a <em><em>ravine</em></em>.<br>一辆小车为避开一辆公共汽车急转方向，却一头坠入了峡谷之中。<br><i>4</i>. He could only watch helplessly as the car plunged into the <em><em>ravine</em></em>.<br>他只能眼睁睁地看着汽车冲入溪谷。<br>,yuhui
overloaded,adj.超載,adj.超载的；超负荷的<br><br><i>1</i>. That <em><em>overloaded</em></em> truck jibbed at the steep hill.<br>那辆超载的卡车爬不上陡坡。<br><i>2</i>. The smorgasbord promises to choke an already <em><em>overloaded</em></em> network.<br>这种大杂烩必然会让已经超载的网络窒息。<br>,yuhui
authorities,n.有關當局,"n.当局；官方<br>名词authority的复数形式.<br><br><i>1</i>. The <em><em>authorities</em></em> put a price on the outlaw's head.<br>当局悬赏缉拿歹徒。<br><i>2</i>. The <em><em>authorities</em></em> believe there is a mole at the Treasury.<br>当局认为财政部里有内奸。<br><i>3</i>. The <em><em>authorities</em></em> finally disclosed the truth to the press.<br>当局终于向新闻界公开了真相。<br><i>4</i>. The airport <em><em>authorities</em></em> have promised to review their security measurements.<br>机场当局已答应重新检查他们的安全措施。<br>",yuhui
coach,n.長途巴士,,yuhui
veer,v.轉向,"vt.转向；改变<br>n.转向<br><br><i>1</i>. The wind has <em><em>veer</em></em>ed round to the north recently.<br>近日风向已转北了。<br><i>2</i>. People whose thinking has become rigid tend to <em><em>veer</em></em> with the wind.<br>思想一僵化，随风倒的现象就多起来了。<br><i>3</i>. The plane <em><em>veer</em></em>ed wildly.<br>那架飞机乱改航线。<br><i>4</i>. She will not <em><em>veer</em></em> from her brave new intentions<br>她不会改变她的大胆的新计划。<br><i>5</i>. In 20th century, the west philosophy and aesthetics had an important <em><em>veer</em></em>, which is language <em><em>veer</em></em>.<br>20世纪西方哲学与美学发生了一次重大的转向,那就是语言论的转向。<br>",yuhui
tumble,v.滾落,v.暴跌；倒塌；跌倒；翻滚；弄乱；明白；突然发现<br>n.暴跌；跌跤；混乱<br><br><i>1</i>. Share prices <em><em>tumble</em></em>d on the stock-market.<br>股市上股票价格暴跌。<br><i>2</i>. Stock market price <em><em>tumble</em></em> after rumor of a rise in interest rate.<br>谣传利率上升之後，股票市场价格猛跌。<br><i>3</i>. That old building could <em><em>tumble</em></em> down at any time.<br>那座古老的楼房随时可能倒塌。<br><i>4</i>. It only needed a push and the whole building will come <em><em>tumble</em></em> down.<br>只要稍稍一推，那整幢房子就会倒塌下来。<br><i>5</i>. Stock prices took a <em><em>tumble</em></em> in the afternoon.<br>股票价格下午猛跌。<br>,yuhui
scatter,v.散落,"vt.散播；撒；驱散<br>vi.分散；消散<br>n.散布；零星少量<br><br><i>1</i>. She wanted us to <em><em>scatter</em></em> her ashes to the winds.<br>她希望我们把她的骨灰散播到风中。<br><i>2</i>. The farmers were <em><em>scatter</em></em>ing seed on the fields.<br>农夫把种子撒在田里。<br><i>3</i>. Let's try not to <em><em>scatter</em></em> food or drink on the table.<br>别把饭或汤撒到桌上。<br><i>4</i>. The police <em><em>scatter</em></em>ed the crowd.<br>警察驱散了人群。<br><i>5</i>. Small villages <em><em>scatter</em></em> at the foot of the mountain.<br>村庄零零落落地散布在山脚下。<br><i>6</i>. She gave the soup a quick <em><em>scatter</em></em> of herbs.<br>她把香料快速撒在汤上。<br>",yuhui
capacity,n.容量,"n.容量；容积；能力；职位；资格<br><br><i>1</i>. That bowl has a <em><em>capacity</em></em> of two pints.<br>那只碗的容量有两品脱。<br><i>2</i>. What is the <em><em>capacity</em></em> of this jug?<br>这个水壶的容积多大?<br><i>3</i>. He has a great <em><em>capacity</em></em> for learning languages.<br>他学语言的能力很强。<br><i>4</i>. China's grain production <em><em>capacity</em></em> has improved.<br>中国的粮食生产能力提高了。<br>",yuhui
quote,v.引述,v.引述；报价；举证<br>n.引用<br><br><i>1</i>. She asked the reporter not to <em><em>quote</em></em> her remarks.<br>她要求记者不要引述她的话。<br><i>2</i>. Please <em><em>quote</em></em> your price in terms of pound.<br>请您报盘时用英镑报价。<br><i>3</i>. Can you <em><em>quote</em></em> me a recent instance?<br>你能给我举一个最近的例子吗？<br><i>4</i>. A direct <em><em>quote</em></em> was taken from his speech.<br>直接引用他的演讲。<br>,yuhui
include,v.包括,vt.包括；包含；列入<br><br><i>1</i>. His writings <em><em>include</em></em> poetry and prose.<br>他的作品包括诗和散文。<br><i>2</i>. The graphic arts <em><em>include</em></em> calligraphy and lithography.<br>平面造型艺术包括书法和平版印刷术。<br><i>3</i>. Is service <em><em>include</em></em>d in the bill?<br>帐单中包含服务费吗？<br><i>4</i>. Please <em><em>include</em></em> me in the list.<br>请把我列入名单中。<br>,yuhui
Bangladeshi-born,adj.出生於孟加拉,,yuhui
the rest,其他,,yuhui
identify,v.辨認,vt.鉴定；识别，辨认出，认出；认明；把…看成一样<br>vi.认同；感同身受<br><br><i>1</i>. Identify how the incident occurred.<br>鉴定事故如何出现。<br><i>2</i>. The test can <em><em>identify</em></em> the presence of abnormalities in the unborn child.<br>这项化验能鉴定胎儿是否有不正常现象。<br><i>3</i>. The markings are so blurred that it is difficult to <em><em>identify</em></em>.<br>标记模糊不清，难以识别。<br><i>4</i>. Please <em><em>identify</em></em> the registered trademark.<br>请认明注册商标。<br><i>5</i>. I found it hard to <em><em>identify</em></em> with any of the characters in the film.<br>我对这部影片里的任何角色都难以认同。<br>,yuhui
survivor,n.生還者,n.幸存者<br><br><i>1</i>. There was only one <em><em>survivor</em></em> from the plane crash.<br>这次飞机失事只有一个幸存者。<br>,yuhui
pull through,v.通過,（使）脱离危险； （使）恢复健康<br><br><i>1</i>. The girl was trapped in the overturned boat but the rescuers saved her skin by making a hole in the hull and pulling her through.<br>那位姑娘被困在了那条翻了的船上，营救人员在船身上打了洞使她脱离危险，拯救了她的生命。<br><i>2</i>. He will <em><em>pull through</em></em> his illness soon.<br>他很快就会恢复健康的。<br><i>3</i>. She helped the doctor to nurse her elderly mother through.<br>她帮助医生细心照料年迈的母亲，使她恢复健康。<br>,yuhui
gambling,n.賭博,n.赌博；投机<br><br><i>1</i>. Some policemen connive at <em><em>gambling</em></em>.<br>有些警察纵容赌博。<br><i>2</i>. Gambling was the bane of his life.<br>赌博是他的致命伤。<br><i>3</i>. Speculation and <em><em>gambling</em></em> should be avoided.<br>投机生意及赌博应该被避免。<br><i>4</i>. Law was a brilliant mathematician who used his understanding of probability to help his <em><em>gambling</em></em> habit.<br>劳是一个杰出的数学家，他充分利用他的概率学知识来帮助他的投机事业。<br>,yuhui
entertainment,n.娛樂,n.娱乐<br><br><i>1</i>. There are few <em><em>entertainment</em></em>s in that town.<br>那个镇上几乎没有娱乐设施。<br><i>2</i>. Television provides universal <em><em>entertainment</em></em>.<br>电视提供大众化的娱乐。<br><i>3</i>. Wrestling is in a twilight zone between sport and <em><em>entertainment</em></em>.<br>摔跤是介於运动和娱乐两者之间的活动。<br><i>4</i>. This hotel is famous for its <em><em>entertainment</em></em>.<br>这家旅馆以殷勤待客著称。<br>,yuhui
appear,v.看起來,vi.出现；出版；显得；好像；登场<br><br><i>1</i>. A ship <em><em>appear</em></em>ed on the horizon.<br>船出现在水平线上。<br><i>2</i>. His book <em><em>appear</em></em>s on the market.<br>他的书出版了。<br><i>3</i>. An article about him <em><em>appear</em></em>ed in the paper.<br>一篇有关他的文章在报上发表。<br><i>4</i>. She <em><em>appear</em></em>ed very confident.<br>她显得很自信。<br>,yuhui
